date,flux
2022-09-26,112.045
2022-09-27,114.286
2022-09-28,114.715
2022-09-29,116.676
2022-09-30,114.014
2022-10-01,114.597
2022-10-02,123.228
2022-10-03,132.17
2022-10-04,136.61
2022-10-05,132.041
2022-10-06,140.93
2022-10-07,140.031
2022-10-08,142.604
2022-10-09,111.7791885245902
2022-10-10,146.41
2022-10-11,140.615
2022-10-12,128.549
2022-10-13,121.801
2022-10-14,110.023
2022-10-15,99.954
2022-10-16,98.325
2022-10-17,102.611
2022-10-18,101.925
2022-10-19,96.713
2022-10-20,94.396
2022-10-21,94.74
2022-10-22,92.047
2022-10-23,88.575
2022-10-24,93.234
2022-10-25,87.589
2022-10-26,89.203
2022-10-27,96.574
2022-10-28,96.679
2022-10-29,98.96
2022-10-30,100.418
2022-10-31,100.596
2022-11-01,97.027
2022-11-02,95.706
2022-11-03,96.47
2022-11-04,98.4835
2022-11-05,99.421
2022-11-06,98.713
2022-11-07,103.228
2022-11-08,102.792
2022-11-09,96.818
2022-11-10,99.847
2022-11-11,99.705
2022-11-12,99.705
2022-11-13,103.446
2022-11-14,100.882
2022-11-15,98.607
2022-11-16,98.008
2022-11-17,94.774
2022-11-18,85.508
2022-11-19,86.871
2022-11-20,101.529
2022-11-21,90.201
2022-11-22,90.1
2022-11-23,90.134
2022-11-24,86.026
2022-11-25,79.787
2022-11-26,81.532
2022-11-27,80.47
2022-11-28,81.72
2022-11-29,84.064
2022-11-30,87.132
2022-12-01,88.18
2022-12-02,96.539
2022-12-03,99.954
2022-12-04,108.175
2022-12-05,113.162
2022-12-06,109.947
2022-12-07,108.889
2022-12-08,108.965
2022-12-09,104.909
2022-12-10,105.83
2022-12-11,108.626
2022-12-12,111.738
2022-12-13,115.3205
2022-12-14,117.229
2022-12-15,128.634
2022-12-16,125.578
2022-12-17,120.263
2022-12-18,120.949
2022-12-19,115.81
2022-12-20,120.143
2022-12-21,128.339
2022-12-22,121.273
2022-12-23,113.48861103552993
2022-12-24,117.983
2022-12-25,111.815
2022-12-26,111.241
2022-12-27,120.425
2022-12-28,125.205
2022-12-29,120.36031415216051
2022-12-30,128.634
2022-12-31,143.651
